0.046381027	0.08124539	9.6656615e-05	0.055254243	0.019635879	-0.07001651	-0.05083537	0.0072060926	0.022099866	0.0138295395	0.061796803	-0.004242394	-0.020479368	-0.031392664	0.058336698	0.062301677
-0.005398633	0.013441943	-0.012324337	0.04186619	-0.0012161151	-0.045657497	-0.038442284	0.033005595	0.06848388	0.08654362	0.13230932	0.01100266	0.031304035	0.005086908	0.09387943	0.02330175
-0.02639422	-0.0043236166	-0.022510752	0.007638955	0.07729491	-0.06366015	-0.039471246	0.031570673	0.011311538	0.08923356	0.10460281	0.01192905	0.033025958	-0.029804489	0.034909196	0.027930915
0.07329443	0.04405468	0.017845996	-0.007887935	0.056611832	0.013877596	-0.048161868	0.03693928	-0.016523328	0.08425418	0.14148483	-0.03094037	0.0033667164	0.05725579	0.079811834	0.05100084
0.07004469	0.024560805	-0.057632383	0.010148023	0.03363817	-0.039141152	-0.069420695	-0.00074417837	0.055725254	-0.025547432	0.018534834	-0.0018223728	0.013822002	-0.034813963	0.12779549	-0.0039153122
0.048449848	-0.025587967	0.005915916	-0.06616282	-0.0334589	-0.087831855	-0.040963594	0.0020349028	0.05492742	0.08802826	0.07756167	0.020221736	-0.024188532	0.052663587	0.039639436	0.0044463896
-0.016753387	0.07616551	-0.0062781535	-0.01769038	0.03310756	0.021565603	0.04931481	-0.054656312	0.061584957	0.07750551	0.07723906	-0.051481433	0.0055464134	-0.009603526	0.079600655	0.06129115
0.03802618	0.028799213	0.03464974	0.023492506	0.022018237	-0.04207759	0.023007024	0.009899437	0.033834677	0.045069303	0.13275544	-0.035057355	0.01870639	0.07626632	0.014588063	-0.00093144784
0.065515354	-0.00055145356	0.040098567	-0.011327913	0.0021745022	-0.09191253	-0.06737524	0.0025394792	0.010691812	0.032594718	0.13318312	-0.075262755	0.04104898	-0.01696007	0.08882811	-0.0011386808
-0.02949105	0.016623136	0.048852537	0.0014591163	0.007942023	-0.04744857	-0.056247383	0.04342067	0.08336998	0.047549732	0.117291905	-0.0035789253	0.036720548	-0.04156344	-0.0063361633	0.036573756
-0.015306649	0.087094225	0.03775929	-0.004836992	0.046692643	0.005361988	-0.039288234	-0.0030099188	-0.00069541286	0.020888394	0.07909854	0.030970732	-0.032231916	-0.036815166	0.06702645	-0.024613518
0.009597928	0.08284533	-0.04571391	0.026581548	0.05203284	-0.028721625	-0.05408934	0.020430883	0.021711063	0.10744495	0.02120815	-0.06943621	0.0009240167	0.04560366	0.11542424	0.0083405515
0.041821495	0.086102925	0.0050089806	0.021205274	-0.033367835	-0.021126602	-0.03085297	0.036868073	0.00013365947	0.06996502	0.12289378	-0.06556686	0.034125257	0.0292922	-0.04339513	-0.011180114
0.034516055	-0.01693615	0.10390659	0.0207097	0.039468937	-0.04244741	0.057511255	0.019652609	0.0528267	0.088334024	-0.019641181	0.010057809	-0.02811907	0.11176555	0.061495997	-0.049953572
-0.04028498	0.049176097	-0.061311312	0.028603656	0.03842439	0.0045939777	-0.061240964	-0.052104406	-0.026006898	0.07800339	0.14198545	0.016549345	0.03216861	0.054413967	0.088812776	0.032978866
0.013660503	0.010099562	-0.00766734	0.057233904	0.037840005	0.015702387	-0.010303591	-0.033979017	-0.031751893	0.039758164	0.043461304	-0.007843935	-0.006832697	0.027136955	0.11196941	0.028797384
0.058582757	0.06867156	0.033965077	0.07153748	-0.004690629	0.033757124	-0.0046208906	-0.03639799	-0.021954166	0.10591735	0.12840296	0.05421062	0.022529835	0.017978633	0.015454704	-0.075424686
0.03398861	0.04701445	0.009703143	0.005913712	0.051559765	-0.037369233	-0.008849378	-0.04275999	0.065372996	-0.005261738	0.098598	-0.030464409	0.0058219605	0.108517	0.012993684	0.051540427
0.03147316	0.11969582	-0.118766196	-0.04239753	-0.03244701	-0.010075545	-0.09202609	-0.026818756	0.046221457	0.07152112	0.03211024	-0.031722482	0.019440897	0.017660605	0.1011342	-0.019663736
-0.020853486	0.052224193	0.075257264	-0.061997402	0.05672788	-0.018740777	-0.06545045	0.071105905	0.07452228	-0.024968497	0.03790777	-0.061101675	0.049647298	-0.027961077	0.054735165	0.03684491
